saleyear,salemonth,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community,lotsize,numfireplaces
2015,5,228450.6816426935,2016,3,2,1,1948,Waite Park,Northeast,10425,2
2009,7,306181.4591619087,2184,3,2,1.5,1922,Howe,Longfellow,5080,0
2005,12,186762.96819787988,1864,3,1,1.2,1958,Jordan,Near North,5500,0
2006,3,132978.82824236355,808,1,1,1,1924,Morris Park,Nokomis,5120,0
2014,5,122971.28964451836,1818,3,1,1.2,1940,Willard - Hay,Near North,4608,0
2012,3,233814.87454492218,1980,3,1,2,1924,Audubon Park,Northeast,5040,1
2010,6,254026.6575812964,2860,3,2,1.5,1927,Willard - Hay,Near North,5547,1
2006,10,325632.09509658243,2244,4,2,2,2002,Jordan,Near North,5212,0
2014,5,188809.90047189323,1926,3,2,1.7,1916,Central,Powderhorn,3861,0
2006,3,151699.14872308465,1686,2,1,1.7,1907,McKinley,Camden,5041,0
2011,3,132931.14424827165,2114,3,2,2,1995,Central,Powderhorn,4720,0
2010,4,815324.5355399881,3609,4,3,2,1923,Fulton,Southwest,6864,2
2015,6,249408.75968307265,2056,3,1,1.2,1918,Northrop,Nokomis,5043,0
2010,12,171319.78663957329,1684,3,1,1.5,1906,Holland,Northeast,6880,0
2008,11,175388.00767523798,1974,2,2,1.7,1911,Powderhorn Park,Powderhorn,4874,0
2007,2,246176.68661189073,1763,2,2,1.7,1904,Harrison,Near North,5720,0
2013,7,315499.5276942894,2384,4,2,1.2,1929,Howe,Longfellow,5248,1
2012,9,383920.76704975875,3186,5,4,2.5,1907,King Field,Southwest,6680,0
2013,11,266524.5963263563,1508,3,2,1.7,1900,East Harriet,Southwest,5418,0
2014,8,145491.5185715489,2156,4,2,1.7,1908,Webber - Camden,Camden,8430,0
2005,11,191318.16254416964,2224,3,2,1.2,1920,Jordan,Near North,5393,0
2013,6,361593.5984856633,2064,3,4,1.7,1908,King Field,Southwest,5320,0
2013,2,296135.0545426446,2685,3,2,1.2,1919,Cooper,Longfellow,5160,1
2007,3,270021.4333034566,2064,3,1,1.2,1953,Waite Park,Northeast,4998,0
2008,9,189353.87455054664,1776,1,2,1.2,1923,Northrop,Nokomis,5449,1
2013,8,245172.2294565143,2496,4,2,1.2,1947,Diamond Lake,Nokomis,10200,1
2008,4,524223.5746136803,2622,4,2,2,1926,Lynnhurst,Southwest,5207,1
2015,5,190266.78199670045,2080,2,2,1,1957,Bancroft,Powderhorn,6088,0
2006,10,238669.17087667162,2008,3,2,1.2,1940,Cleveland,Camden,5105,2
2010,5,201712.36596253858,2110,4,2,1.5,1907,Holland,Northeast,8142,0
2008,4,463967.9913247515,3192,3,1,1,1952,Linden Hills,Southwest,7710,0
2013,10,218467.79846706236,2940,4,4,2,2002,Shingle Creek,Camden,4867,0
2012,11,800512.1405930405,3185,6,4,2,1927,Fulton,Southwest,7750,2
2015,8,631852.0137964064,2369,2,2,2.2,1903,ECCO,Calhoun-Isles,5842,1
2005,8,293059.5084140745,2080,3,2,1,1956,Shingle Creek,Camden,7628,0
2005,10,281003.5560020091,1340,2,1,1,1918,Field,Nokomis,4680,0
2005,2,304859.45945945947,2250,3,2,1.5,1931,Victory,Camden,5190,1
2015,11,125653.14242260007,2169,3,1,1.2,1916,Harrison,Near North,2943,0
2015,11,665095.0814437624,3824,5,4,1.5,1940,Lynnhurst,Southwest,5160,1
2015,9,200833.01754120036,1908,3,1,1.2,1921,Bancroft,Powderhorn,4920,0
2011,7,241929.83872756714,2884,3,2,1,1950,Waite Park,Northeast,9750,2
2005,6,316789.42694889003,2240,3,2,1,1996,Near - North,Near North,7000,0
2008,11,399158.9140195071,1882,3,2,1.7,1910,Seward,Longfellow,2872,1
2005,3,339136.6960124288,2864,5,2,1.7,1914,Longfellow,Longfellow,5418,0
2005,5,332800.71074380167,2298,3,2,1.5,1906,King Field,Southwest,4840,0
2007,8,257616.6651417895,1832,3,1,1.7,1927,Longfellow,Longfellow,5120,0
2005,4,278189.03458957153,2114,3,1,1.2,1937,Audubon Park,Northeast,4992,0
2008,12,370762.7129868779,2301,3,2,2,1925,Windom,Southwest,5760,2
2006,10,332017.0381376919,2182,4,1,1.2,1940,Cleveland,Camden,5107,1
2012,9,641728.0263186374,4425,6,4,2.5,1914,ECCO,Calhoun-Isles,5082,1
2015,5,180584.82453660533,1361,2,2,1.5,1907,King Field,Southwest,5280,0
2013,2,188162.80796953684,1552,2,1,1,1921,Minnehaha,Nokomis,7680,0
2011,10,284146.49437706725,2824,3,2,1.5,1948,Regina,Nokomis,6150,2
2007,6,241359.31362614242,2250,3,1,1,1914,Bancroft,Powderhorn,5661,0
2005,11,223855.26501766787,1488,2,1,1.5,1911,Howe,Longfellow,2641,0
2014,4,310193.8866992574,2180,3,3,1.5,1925,Regina,Nokomis,4760,1
2015,12,233142.35724109507,1568,2,1,1,1955,Kenny,Southwest,5080,0
2010,3,290618.85504225845,2988,3,3,2,1928,Willard - Hay,Near North,6600,1
2005,10,226615.77096936217,2186,2,1,1.7,1932,Folwell,Camden,5307,0
2011,9,177498.13104321767,1512,2,1,1,1940,Waite Park,Northeast,6600,0
2015,8,290282.5742649129,1890,3,2,1.5,1923,Howe,Longfellow,4992,0
2005,3,246341.4189539099,1528,2,1,1,1931,Minnehaha,Nokomis,5120,0
2009,5,111833.22661509141,1574,2,1,1.2,1922,Hiawatha,Longfellow,6000,0
2014,2,363946.38861883193,2552,5,2,1,1958,Armatage,Southwest,5715,0
2015,7,292447.63353134424,2252,3,2,1,1948,Hale,Nokomis,6431,2
2007,8,558686.7436809893,2980,4,3,2.5,1908,CARAG,Calhoun-Isles,5897,0
2006,7,273072.3390832923,1536,3,1,1,1950,Waite Park,Northeast,6448,0
2014,9,194801.3688567735,3202,3,2,1.5,1912,Webber - Camden,Camden,12560,1
2006,6,250413.79583746282,1306,2,1,1.5,1916,Howe,Longfellow,4953,0
2015,5,511294.38272412354,2020,3,3,2,1900,ECCO,Calhoun-Isles,5142,0
2006,7,235078.56086742238,1454,2,1,1,1949,Morris Park,Nokomis,5504,0
2014,5,166786.06896901038,1916,3,2,1.2,1948,Audubon Park,Northeast,5017,0
2008,2,265476.7616262395,1940,3,2,1.2,1948,Minnehaha,Nokomis,5080,0
2006,5,268966.9150521609,2662,3,2,1.5,1955,Diamond Lake,Nokomis,6423,0
2006,4,500450.9002491281,2904,3,4,2,1921,Fulton,Southwest,5250,1
2009,8,432010.3228202094,2520,3,1,1.5,1913,King Field,Southwest,4875,1
2015,9,255112.2114712545,2072,3,2,1.2,1951,Armatage,Southwest,5334,2
2014,1,135328.89055115436,1900,2,1,1,1941,Cleveland,Camden,4501,1
2010,4,177770.39691264613,2424,4,2,1.2,1920,Cooper,Longfellow,5040,1
2013,1,122413.51179865246,2760,4,2,2.2,1914,Willard - Hay,Near North,5547,0
2006,7,381208.4770823066,2236,3,1,1.7,1915,Columbia Park,Northeast,15910,0
2010,7,632696.9325153375,2938,4,2,1.5,1924,Lynnhurst,Southwest,5120,1
2013,8,430707.97066684946,2298,3,3,1.2,1925,Fulton,Southwest,5040,1
2014,8,187293.1862208372,2446,4,2,1.2,1933,Victory,Camden,4922,1
2012,5,456436.3967067898,2764,3,3,2.2,1915,Lynnhurst,Southwest,5000,2
2014,2,116572.30191851308,1464,2,1,1,1924,Victory,Camden,4340,0
2013,3,294028.7133742606,1896,4,2,1,1951,Kenny,Southwest,6350,2
2012,8,347625.8492158074,2580,3,2,2.2,1906,Prospect Park - East River Road,University,4963,1
2007,2,231658.57432452284,1888,5,2,1.2,1926,Standish,Powderhorn,6300,0
2014,8,305912.2041607008,2052,3,1,1,1955,Armatage,Southwest,5080,0
2014,3,145281.88181063265,1824,3,1,1.7,1908,Midtown Phillips,Phillips,5291,0
2005,7,1316238.4812724474,5733,5,5,2.5,1901,Lowry Hill,Calhoun-Isles,6750,3
2010,12,261949.7078994158,2329,3,2,2,1932,Victory,Camden,6238,1
2005,10,295377.47061778005,2420,3,1,1.5,1900,Windom Park,Northeast,5334,0
2015,5,410123.3665680736,2808,3,2,2,1915,East Harriet,Southwest,5208,0
2014,3,163851.74640296915,2508,4,2,2,1928,Willard - Hay,Near North,8064,1
2014,5,398296.389468086,2212,3,2,2,1936,Diamond Lake,Nokomis,6403,1
2014,9,466842.34683779906,3064,3,2,1.5,1941,Hale,Nokomis,6184,2
2012,8,173812.9246079037,2145,3,1,1.2,1915,Bryn - Mawr,Calhoun-Isles,5080,1
2010,3,343997.8284173671,2208,3,2,1.7,1916,East Harriet,Southwest,5628,1
2006,5,375913.28365623445,2481,4,2,1.5,1941,Diamond Lake,Nokomis,6130,1
2013,3,344087.9620461336,2052,3,2,2.5,1911,King Field,Southwest,7640,0
2006,10,318608.6577513621,1682,3,1,1.7,1925,Linden Hills,Southwest,3612,1
2005,7,209010.73370959467,2688,3,3,1.2,1924,Folwell,Camden,5078,0
2010,5,320366.6988816789,2074,5,2,1.2,1924,Keewaydin,Nokomis,5120,1
2014,12,163696.391988216,1728,3,1,1.2,1952,Morris Park,Nokomis,6400,0
2005,7,157419.4766546947,1296,3,1,2,1900,Bottineau,Northeast,7379,0
2006,1,736085.5795283492,2879,4,3,2,2006,Fulton,Southwest,5418,1
2015,3,147499.0677018002,1600,1,1,1,1912,Beltrami,Northeast,4134,0
2015,10,214190.87800179195,3156,6,3,2.5,1909,Willard - Hay,Near North,5000,0
2013,3,276380.33080479765,2118,3,1,1.5,1908,Longfellow,Longfellow,5080,0
2005,11,741845.9363957598,2370,2,2,1.5,1950,Linden Hills,Southwest,8512,2
2006,6,164813.16154608523,1040,1,1,1,1925,Keewaydin,Nokomis,5160,0
2015,3,362738.44797776046,2420,3,3,1.5,1915,King Field,Southwest,5480,0
2014,6,358428.51566616504,2062,3,2,1.7,1921,East Harriet,Southwest,5628,1
2006,8,297294.6025515211,2040,4,3,1.5,1925,Audubon Park,Northeast,5120,0
2015,3,225072.6514560803,1632,2,1,1.7,1922,Windom,Southwest,5040,1
2006,2,168089.8696088265,2092,4,1,1.2,1925,Jordan,Near North,5690,1
2014,7,180098.36545991967,1776,2,1,1.5,1926,Morris Park,Nokomis,5120,0
2014,8,224751.82346500465,1680,2,2,1.2,1936,Minnehaha,Nokomis,6030,0
2013,10,182056.49872255197,1888,3,1,1.5,1900,Powderhorn Park,Powderhorn,5138,0
2007,7,173743.0461024166,1396,1,1,1.2,1916,Standish,Powderhorn,4746,0
2007,7,209882.59321878778,1746,4,1,2,1900,Midtown Phillips,Phillips,7400,0
2005,3,265701.58467115485,2046,2,1,1.2,1922,McKinley,Camden,5030,0
2010,12,321473.1013462027,2354,3,4,1.2,1915,Field,Nokomis,5160,0
2014,12,101218.93571271354,1426,3,2,1.2,1939,Folwell,Camden,5040,0
2006,3,251756.03405107665,1705,3,2,1,2005,Waite Park,Northeast,5126,0
2011,8,700416.5833724006,3946,4,4,2,1935,Fulton,Southwest,5376,1
2015,12,273915.1601818633,2144,3,2,1.7,1909,Cooper,Longfellow,5120,1
2015,3,179074.79404685224,2092,4,2,1.5,1960,Columbia Park,Northeast,8100,0
2006,7,224913.00147856088,2300,3,3,1.2,1952,Shingle Creek,Camden,9450,1
2014,6,472760.4739684106,2543,3,2,2,1924,Lynnhurst,Southwest,5040,1
2006,2,411173.6810431294,2362,3,2,1.2,1939,Armatage,Southwest,7750,1
2015,7,546985.3886419587,3026,3,2,1.2,1929,Linden Hills,Southwest,5760,1
2014,7,168265.50118316786,1427,3,2,2,1980,Near - North,Near North,9164,0
2015,4,217198.1271854442,1520,2,1,1.2,1939,Ericsson,Nokomis,5120,0
2014,11,357933.2525961778,2344,3,2,1.2,1941,Hale,Nokomis,4909,1
2005,8,539050.6884242734,3878,5,2,2,1918,Tangletown,Southwest,6150,2
2015,7,128676.95875379148,1824,2,1,1,1910,Willard - Hay,Near North,5680,0
2013,8,173774.10047289426,1520,2,1,1.2,1952,Morris Park,Nokomis,5356,0
2006,1,310475.46412443556,2052,3,3,2,1926,Willard - Hay,Near North,5888,1
2015,12,320261.6920352791,3458,5,4,2.5,1909,Central,Powderhorn,5850,0
2010,8,661942.6494679314,4009,4,4,1.5,1933,Kenny,Southwest,11200,2
2014,7,743624.9568417418,3225,4,4,2.2,1927,Fulton,Southwest,5120,1
2007,7,650139.2754439964,2200,3,3,2,1934,Lynnhurst,Southwest,7740,1
2014,7,371703.9200330108,2440,3,3,1.2,1929,Hale,Nokomis,5109,1
2005,5,222133.4876033058,1408,1,2,1,1924,Minnehaha,Nokomis,5120,0
2015,6,353121.1451798179,2724,3,1,1.2,1939,Hale,Nokomis,6394,1
2015,2,427256.33333616605,2372,4,2,2,1909,Lynnhurst,Southwest,5000,1
2013,3,392926.2534333267,2206,4,2,2,1925,Tangletown,Southwest,6400,1
2007,9,457426.28759943804,2404,3,2,1,1950,Armatage,Southwest,6350,1
2005,1,417012.8267223382,2072,3,2,1.2,1946,Fulton,Southwest,7680,1
2007,2,391357.8094855699,2064,2,2,1,1926,Fulton,Southwest,5376,2
2008,1,160400.27524578883,2453,3,3,2,1998,Jordan,Near North,5361,0
2005,6,346072.48322147655,2035,2,1,1.7,1913,Lynnhurst,Southwest,5500,1
2010,3,427031.7870008696,3002,3,2,1.5,1932,Field,Nokomis,5842,1
2008,8,203368.4210526316,1672,3,1,1.5,1928,Lind - Bohanon,Camden,5150,0
2006,2,528836.589769308,2970,5,2,2,1900,Lowry Hill East,Calhoun-Isles,4752,0
2005,5,359568.59504132235,1831,3,2,1.7,1914,Audubon Park,Northeast,5000,0
2012,7,154520.70519270308,1260,2,1,1,1911,Howe,Longfellow,5080,0
2015,8,362582.431847685,2056,3,2,1.7,1909,Windom,Southwest,6400,0
2015,9,320247.2441873195,2173,3,2,1.5,1921,Howe,Longfellow,5040,0
2013,7,220296.16144267927,1935,2,1,1.7,1914,King Field,Southwest,5000,0
2014,8,197607.88343299925,1500,3,2,1,1952,Minnehaha,Nokomis,3512,0
2006,12,272930.3791235845,1386,3,1,1.5,1907,Willard - Hay,Near North,5125,0
2006,11,448001.1089108911,2640,5,3,1.5,1941,Diamond Lake,Nokomis,6130,1
2011,10,235367.44432194048,2472,3,2,1.2,1922,King Field,Southwest,5080,1
2007,6,1368532.1906636942,4450,4,3,2.5,1922,Lynnhurst,Southwest,10800,2
2006,5,279255.5399503229,1594,3,1,1.2,1922,Minnehaha,Nokomis,5120,0
2005,8,214305.51759306478,1948,3,1,1,1954,McKinley,Camden,4970,0
2013,8,585321.0883421288,2712,2,2,1.5,1936,Lynnhurst,Southwest,5120,1
2007,3,215138.00709247496,2104,2,1,1.2,1937,Minnehaha,Nokomis,7680,0
2015,10,374156.21726895304,2632,2,3,1.5,1902,ECCO,Calhoun-Isles,5446,0
2012,5,437948.97535339056,3016,4,2,2,1921,Lynnhurst,Southwest,5340,1
2014,6,699359.4597670624,2796,3,2,2,1924,Fulton,Southwest,5120,1
2013,12,582171.5327689706,2856,3,3,1.5,1939,Cedar - Isles - Dean,Calhoun-Isles,6400,2
2006,3,419593.3900851277,2340,3,3,1.5,1931,Seward,Longfellow,6280,1
2014,8,234740.79339678262,2227,3,2,1.2,1919,Northrop,Nokomis,5003,0
2005,2,377891.7255717256,3072,5,4,2,1923,Como,University,5670,2
2009,8,247119.47828912255,1760,2,1,1,1926,Ericsson,Nokomis,5600,0
2015,11,499010.87401320075,2833,3,2,1.5,1932,Cooper,Longfellow,12900,2
2015,9,227959.58749968422,2015,4,2,2,1900,Powderhorn Park,Powderhorn,3742,0
2014,11,146001.95288269623,1048,3,2,1,1956,Shingle Creek,Camden,6338,0
2015,5,199078.45114577576,2400,6,2,1,1929,Como,University,5440,0
2014,3,207545.54544376093,1698,2,2,1.5,1911,Hiawatha,Longfellow,5120,0
2006,8,280722.0098135427,2121,3,2,1.2,1924,Longfellow,Longfellow,5080,0
2012,10,166957.0623127466,2108,3,2,2.5,1911,Central,Powderhorn,2444,0
2015,6,770248.8881034431,3347,4,3,1.5,1899,East Isles,Calhoun-Isles,7310,1
2008,8,247578.94736842107,1924,2,1,1,1947,Kenny,Southwest,6750,1
2013,3,871319.5167942415,3690,4,3,2,1937,Linden Hills,Southwest,7670,2
2011,7,306644.6407418088,2150,3,2,1.2,1938,Kenny,Southwest,7695,1
2008,7,368461.26310406544,3064,3,2,1.5,1936,Northrop,Nokomis,9832,1
2015,7,249122.05819336732,2068,3,1,1.2,1941,Windom,Southwest,5120,0
2013,7,387455.56032632035,2750,3,2,2,1931,Minnehaha,Nokomis,6396,1
2005,5,239579.2231404959,1232,1,1,1,1921,Ericsson,Nokomis,5120,0
2010,6,1214045.626361079,4346,5,4,2.5,1921,Lynnhurst,Southwest,10755,2
2010,5,225324.5782134475,2031,4,1,1.2,1925,Howe,Longfellow,5600,0
2015,12,422909.3922047771,1900,3,1,1.7,1916,ECCO,Calhoun-Isles,1600,1
2014,10,711912.6243524408,2517,2,4,2,1948,Linden Hills,Southwest,6300,2
2006,3,238845.46820230348,2235,3,1,2,1900,Ventura Village,Phillips,5727,0
2011,10,281986.1168687983,2664,3,3,1.5,1939,Field,Nokomis,5310,1
2007,3,335328.94275359495,2374,3,2,1,1957,Kenny,Southwest,5080,0
2005,9,113997.6338028169,1484,2,1,1.5,1915,Standish,Powderhorn,4914,0
2009,10,169096.9336147689,2260,2,2,1.2,1924,Webber - Camden,Camden,5064,0
2013,9,192089.61052307062,2404,4,2,1.5,1947,Victory,Camden,5126,1
2011,4,223201.33159000953,2874,3,2,2,1912,Willard - Hay,Near North,7680,1
2012,6,180514.25670826697,2040,3,1,1.2,1915,Seward,Longfellow,5198,0
2013,7,387344.8587376557,2371,3,2,1.2,1949,Kenny,Southwest,6350,1
2006,5,256158.96671634374,1850,3,1,1,1956,Corcoran,Powderhorn,6255,0
2005,10,200069.35208437973,2056,3,1,1.7,1907,Jordan,Near North,5433,0
2010,11,387458.08096907876,3864,6,3,1.5,1921,Tangletown,Southwest,8880,1
2010,4,462511.3728881387,2632,3,2,2,1916,East Harriet,Southwest,5628,1
2013,12,112589.77756381035,1188,1,1,1,1910,Corcoran,Powderhorn,5004,0
2010,11,152517.5900541919,2240,3,2,2,1995,Powderhorn Park,Powderhorn,7409,0
2011,2,162666.4503510622,2074,4,1,1.2,1921,Bancroft,Powderhorn,5689,0
2015,12,227720.44195641845,2126,3,2,2,1907,Central,Powderhorn,5605,0
2015,8,316278.0286766961,2318,5,2,1.2,1922,Audubon Park,Northeast,5080,0
2005,11,325371.02473498235,2009,3,2,1.2,1941,Bryn - Mawr,Calhoun-Isles,7040,0
2013,6,376012.9751123922,2683,3,3,1.2,1941,Waite Park,Northeast,6875,2
2010,2,522100.68989005015,4626,5,4,2.5,1931,Tangletown,Southwest,10240,2
2006,3,250464.9774661993,1386,2,1,1,1916,Standish,Powderhorn,2527,0
2005,3,186792.21957534956,2104,3,1,1.7,1906,Jordan,Near North,5850,0
2007,8,222109.01876561996,1740,3,1,1.5,1911,Audubon Park,Northeast,5250,0
2012,4,231949.0165847103,2136,3,1,1.7,1905,CARAG,Calhoun-Isles,5154,0
2005,5,330603.347107438,1960,2,1,1.2,1924,Fulton,Southwest,4736,0
2007,12,259110.40696162122,1780,3,1,1.5,1908,Keewaydin,Nokomis,7560,0
2010,10,170678.11080420937,2306,4,1,2,1927,Lind - Bohanon,Camden,10090,1
2015,8,203089.4875920566,2569,4,1,1.5,1931,Victory,Camden,6333,1
2005,3,190263.69756602796,2124,2,1,2.2,1908,Harrison,Near North,4510,0
2013,1,275430.40154696803,2024,3,2,1.7,1910,King Field,Southwest,3560,0
2012,9,191960.38352487938,1797,3,1,1.2,1925,Audubon Park,Northeast,5000,0
2015,7,151639.51368291923,2256,3,1,1.2,1946,Lind - Bohanon,Camden,6479,1
2005,7,396723.53822473064,1828,3,2,1.7,1906,Lyndale,Powderhorn,4788,0
2015,9,404922.7867182039,2754,3,2,1.2,1935,Hale,Nokomis,6285,1
2014,1,243181.08530821803,1860,3,1,1.2,1949,Kenny,Southwest,5120,0
2008,6,331967.82900999254,2264,2,2,1,1952,Armatage,Southwest,6731,2
2011,8,188716.2304405898,1712,2,1,1.2,1932,Standish,Powderhorn,3600,1
2013,9,209642.62665707534,1980,4,3,1,1923,Bryant,Powderhorn,5200,1
2005,6,210172.48115642747,1650,2,1,1.5,1918,Lind - Bohanon,Camden,5139,0
2012,3,285366.82881205564,2380,3,2,1.2,1947,Wenonah,Nokomis,7440,1
2015,11,216643.34900448288,1740,4,2,1,1946,Prospect Park - East River Road,University,4662,1
2012,7,190613.1326829695,1648,2,1,1.2,1925,Standish,Powderhorn,5418,0
2009,10,184577.6388048534,1440,1,1,1.2,1916,Northrop,Nokomis,4247,0
2005,1,250288.43423799583,2080,2,2,1,1956,Northeast Park,Northeast,7500,0
2013,7,177011.84027479606,1872,2,2,1,1947,Armatage,Southwest,7040,1
2007,10,203360.3900760075,720,1,1,1,1922,Cooper,Longfellow,6750,0
2006,6,209529.910802775,1934,2,2,1,1950,Victory,Camden,4507,1
2006,1,741190.3136176618,3252,3,3,2,2006,Linden Hills,Southwest,6550,0
2012,7,267873.4852793211,1944,2,1,1,1922,Lynnhurst,Southwest,6300,0
2015,5,219747.79853249565,2185,2,2,1.2,1948,Morris Park,Nokomis,5120,0
2006,9,316559.05325443787,2220,3,1,1.2,1922,Audubon Park,Northeast,5040,1
2007,9,218822.84568946093,2480,3,2,1.7,2006,Willard - Hay,Near North,5504,0
2009,12,237483.67725342428,1752,3,2,1.2,1925,Keewaydin,Nokomis,6400,0
2012,7,275204.7596132814,2256,3,2,1.2,1951,Kenny,Southwest,6350,2
2005,11,1612538.7985865725,5334,5,4,1.7,1909,Linden Hills,Southwest,5934,2
2012,6,310146.0573068912,2548,3,1,1.5,1927,Fulton,Southwest,7680,1
2014,7,184549.2593621841,1568,3,2,1,1919,Bryant,Powderhorn,5200,0
2005,2,294809.14760914765,1786,2,2,1.7,1922,Howe,Longfellow,5080,0
2010,3,252660.4739755145,2066,3,2,1.7,1917,Audubon Park,Northeast,5020,0
2005,3,248344.19471776282,1021,2,1,1,1949,Tangletown,Southwest,6500,1
2014,8,523878.0426177041,2310,3,2,1.5,1931,Fulton,Southwest,5248,1
2005,10,296542.9231541939,1973,5,2,1.7,1904,Como,University,5240,0
2011,5,103218.59736839763,2088,3,1,1.2,1924,Folwell,Camden,4898,0
2005,12,231664.16961130744,1393,1,1,1.2,1916,Standish,Powderhorn,5080,0
2015,11,368185.37163311866,1744,3,2,2,1915,Lynnhurst,Southwest,4920,0
2005,4,250017.40340733094,1566,2,1,1.7,1900,Corcoran,Powderhorn,7920,0
2009,10,320212.4327395166,1656,3,2,1.2,1950,Windom,Southwest,5120,0
2014,5,925005.276087085,3890,5,4,2,1928,Fulton,Southwest,6350,1
2015,2,244302.98034350006,1944,3,1,1,1948,Diamond Lake,Nokomis,6100,2
2013,12,321292.77987721487,2227,3,2,2,1909,East Harriet,Southwest,5628,0
2015,9,580787.3750515794,3763,4,3,1.7,1935,Tangletown,Southwest,7300,2
2005,6,273530.3665462055,1988,2,1,1.2,1926,Keewaydin,Nokomis,5120,0
2006,7,122622.06012814195,1692,2,1,1,1951,Folwell,Camden,5183,0
2012,2,536359.3761633432,2713,3,3,1.7,1912,Linden Hills,Southwest,5670,1
2013,7,182546.91970802922,1976,3,1,1,1958,Columbia Park,Northeast,5120,0
2015,5,249966.3844118801,1972,4,2,1.2,1917,Waite Park,Northeast,5003,2
2010,5,162289.4638501542,1520,2,2,1.2,1925,Standish,Powderhorn,4905,0
2010,9,212613.9961058298,1804,3,1,1.2,1947,Waite Park,Northeast,4998,0
2011,6,165528.223979787,2502,4,4,2,2005,Sumner - Glenwood,Near North,5415,1
2014,9,146566.78330954158,1898,2,2,1.5,1941,Victory,Camden,5363,1
2013,7,381920.48089308717,2724,3,3,2,2013,Standish,Powderhorn,5080,1
2005,5,199760.33057851242,1946,3,1,1.2,1926,Hiawatha,Longfellow,7216,1
2013,6,201871.27277420467,1631,3,2,2,1925,Northrop,Nokomis,5219,0
2005,4,207377.28033040787,1320,2,1,1,1942,Lind - Bohanon,Camden,5184,0
2014,12,320299.2736569426,1605,3,1,1.7,1904,CARAG,Calhoun-Isles,4956,0
2009,9,109287.43960233669,1122,1,1,1,1916,Seward,Longfellow,2128,0
2015,6,358003.00432976935,2578,4,2,2.2,1908,East Harriet,Southwest,5628,0
2015,9,426091.67235092504,2856,4,2,1.2,1942,Armatage,Southwest,7340,1
2009,8,185489.19677876026,1206,3,1,1.2,1916,Minnehaha,Nokomis,6450,1
2013,3,404469.84957939055,2164,3,2,2,1930,Northrop,Nokomis,5208,1
2015,8,211213.06709573886,2372,3,2,1.5,1951,Hiawatha,Longfellow,5135,2
2012,6,248207.10297386706,1858,3,3,1,1984,Hiawatha,Longfellow,5418,1
2012,6,690467.0319091211,3937,5,4,2.5,1907,Lowry Hill,Calhoun-Isles,6192,0
2012,8,128957.97632199308,2064,2,1,1.5,1926,Folwell,Camden,5122,1
2005,9,207504.22535211267,1552,2,1,1,1923,Hiawatha,Longfellow,5418,0
2009,6,271159.93109548866,1614,2,1,1.2,1923,Howe,Longfellow,4992,0
2007,8,248305.219413773,1914,3,2,1.2,1954,Shingle Creek,Camden,5444,0
2014,6,618392.4360644267,2732,3,3,2,1922,Lynnhurst,Southwest,5120,1
2015,4,218180.4302732176,1938,2,1,1.2,1945,Wenonah,Nokomis,5120,0
2005,9,230848.45070422534,2184,2,1,1.2,1916,Near - North,Near North,5334,0
2014,7,1199570.1858541968,5269,5,5,2.5,1914,Kenwood,Calhoun-Isles,7800,1
2010,4,243114.95241556008,1898,4,2,1.2,1950,Windom,Southwest,5670,0
2007,11,265241.97046017245,2382,3,1,1.2,1928,St. Anthony East,Northeast,5160,0
2015,10,160507.59465450738,2490,3,2,1.5,1924,Willard - Hay,Near North,5376,1
2013,6,582320.9791563597,6012,7,3,2.5,1900,Lowry Hill East,Calhoun-Isles,8892,3
2011,3,725341.678398178,3369,4,4,2,1941,Page,Nokomis,6545,1
2015,7,222043.57360713175,2964,4,2,2.5,1908,Central,Powderhorn,7048,0
2013,4,392636.108318917,1870,3,2,1.2,1945,Fulton,Southwest,5040,1
2007,6,195326.86721290907,1867,3,1,1.7,1907,Windom Park,Northeast,3240,0
2011,9,125158.93855611503,1560,2,2,1.2,1918,Howe,Longfellow,5334,0
2014,7,246970.33238174638,2288,3,3,1.7,1915,Standish,Powderhorn,4891,0
2006,4,213883.44235176884,1765,3,3,2,1918,Willard - Hay,Near North,6144,1
2012,12,404207.2303121257,3249,4,3,2,1923,Tangletown,Southwest,5535,1
2011,11,113380.86446654252,1849,2,2,1.5,1918,Northrop,Nokomis,5420,0
2009,10,405356.31128498126,2572,4,2,2,1914,Fulton,Southwest,5376,1
2005,7,170648.00410466906,1784,3,1,1.5,1909,Webber - Camden,Camden,6280,0
2007,3,273789.17423327226,2928,5,3,2,1956,Folwell,Camden,4607,0
2014,2,185968.3952671866,1996,3,1,1.2,1955,Marshall Terrace,Northeast,4760,0
2011,7,209329.3640054127,1785,4,1,1.5,1933,Armatage,Southwest,5120,0
2015,1,1230102.5359216519,4648,5,5,2.5,1907,Lowry Hill,Calhoun-Isles,10101,2
2014,7,110729.55561731046,2244,2,2,2.5,1900,Midtown Phillips,Phillips,3825,0
2006,5,270247.70988574263,1803,2,1,1.2,1916,King Field,Southwest,3520,0
